年月,件数,平米単価,価格,専有面積,築年数,物件種別,販売状況,都道府県,地域
2023年1月,951,4663,76.89,94.35,23.06,中古戸建,在庫,東京都,城東地区
2023年2月,980,4747,79.77,95.96,22.79,中古戸建,在庫,東京都,城東地区
2023年3月,968,4731,78.19,94.39,23.24,中古戸建,在庫,東京都,城東地区
2023年4月,1000,4850,78.49,96.13,23.05,中古戸建,在庫,東京都,城東地区
2023年5月,1014,4871,77.87,95.87,22.72,中古戸建,在庫,東京都,城東地区
2022年5月,727,12333,121.53,128.56,21.26,中古戸建,在庫,東京都,城南地区
2022年6月,730,12414,118.79,126.69,21.41,中古戸建,在庫,東京都,城南地区
2022年7月,761,12359,117.3,127.31,21.83,中古戸建,在庫,東京都,城南地区
2022年8月,758,12623,119.81,130.26,22.13,中古戸建,在庫,東京都,城南地区
2022年9月,768,12420,117.17,128.86,21.76,中古戸建,在庫,東京都,城南地区
2022年10月,774,12360,115.91,126.29,20.79,中古戸建,在庫,東京都,城南地区
2022年11月,774,12835,119.22,129.37,20.01,中古戸建,在庫,東京都,城南地区
2022年12月,775,12968,119.19,129.59,20.63,中古戸建,在庫,東京都,城南地区
2023年1月,838,12728,116.49,128.86,21.02,中古戸建,在庫,東京都,城南地区
2023年2月,850,12747,116.42,130.01,21.16,中古戸建,在庫,東京都,城南地区
2023年3月,866,12423,116.18,129.62,21.1,中古戸建,在庫,東京都,城南地区
2023年4月,878,12759,120.35,134.34,21.19,中古戸建,在庫,東京都,城南地区
2023年5月,858,12863,121.11,134.88,21.27,中古戸建,在庫,東京都,城南地区
2022年5月,379,11105,102.96,118.2,22.39,中古戸建,在庫,東京都,城西地区
2022年6月,384,11008,106.27,118.93,22.16,中古戸建,在庫,東京都,城西地区
2022年7月,383,10960,105.48,117.97,21.85,中古戸建,在庫,東京都,城西地区
2022年8月,402,11650,107.84,121.24,22.14,中古戸建,在庫,東京都,城西地区
2022年9月,394,12030,104.45,120.59,21.09,中古戸建,在庫,東京都,城西地区
2022年10月,430,11444,101.8,114.87,21.37,中古戸建,在庫,東京都,城西地区
2022年11月,452,11267,102.27,112.96,22.22,中古戸建,在庫,東京都,城西地区
2022年12月,464,11232,101.06,112.48,22.66,中古戸建,在庫,東京都,城西地区
2023年1月,485,10988,100.18,110.92,22.11,中古戸建,在庫,東京都,城西地区
2023年2月,515,10683,97.94,108.75,22.65,中古戸建,在庫,東京都,城西地区
2023年3月,535,10932,100.44,110.69,22.18,中古戸建,在庫,東京都,城西地区
2023年4月,523,10997,101.58,111.66,21.43,中古戸建,在庫,東京都,城西地区
2023年5月,538,11514,105.02,113.36,21.33,中古戸建,在庫,東京都,城西地区
2022年5月,490,6568,91,101.03,25.13,中古戸建,在庫,東京都,城北地区
2022年6月,477,6779,91.78,102.86,25.99,中古戸建,在庫,東京都,城北地区
2022年7月,491,7112,95.42,104.26,25.02,中古戸建,在庫,東京都,城北地区
2022年8月,502,7291,97.06,106.73,25.43,中古戸建,在庫,東京都,城北地区
2022年9月,546,7341,96.09,106.52,24.85,中古戸建,在庫,東京都,城北地区
2022年10月,615,6780,93.58,103.05,25.8,中古戸建,在庫,東京都,城北地区
2022年11月,629,6697,94.24,101.3,25.89,中古戸建,在庫,東京都,城北地区
2022年12月,630,6670,91.69,100,24.77,中古戸建,在庫,東京都,城北地区
2023年1月,631,6621,91.09,97.84,25.65,中古戸建,在庫,東京都,城北地区
2023年2月,632,6964,92.45,100.38,25.16,中古戸建,在庫,東京都,城北地区
2023年3月,626,6972,92.95,101.4,25.83,中古戸建,在庫,東京都,城北地区
2023年4月,644,6849,94.65,101.64,26.99,中古戸建,在庫,東京都,城北地区
2023年5月,672,6858,94.54,101.14,27.18,中古戸建,在庫,東京都,城北地区
2022年5月,1484,4481,159.73,108.66,23.41,中古戸建,在庫,東京都,多摩地区
2022年6月,1504,4520,159.65,109.48,23.33,中古戸建,在庫,東京都,多摩地区
2022年7月,1499,4509,157.86,108.8,23.14,中古戸建,在庫,東京都,多摩地区
2022年8月,1545,4463,156.91,108.6,23.45,中古戸建,在庫,東京都,多摩地区
2022年9月,1602,4500,155.55,109.1,23.63,中古戸建,在庫,東京都,多摩地区
2022年10月,1638,4525,155.75,107.86,23.29,中古戸建,在庫,東京都,多摩地区
2022年11月,1684,4556,157.27,107.25,23.09,中古戸建,在庫,東京都,多摩地区
2022年12月,1683,4544,159.57,107.25,23.19,中古戸建,在庫,東京都,多摩地区
2023年1月,1752,4545,158.06,107.82,23.51,中古戸建,在庫,東京都,多摩地区
2023年2月,1841,4410,153.88,106.2,23.81,中古戸建,在庫,東京都,多摩地区
2023年3月,1953,4398,152.87,106.23,23.71,中古戸建,在庫,東京都,多摩地区
2023年4月,2000,4417,151.81,106.67,23.69,中古戸建,在庫,東京都,多摩地区
2023年5月,2034,4420,149.65,106.35,23.55,中古戸建,在庫,東京都,多摩地区
2022年5月,473,4406,142.23,116.92,19.79,中古戸建,在庫,埼玉県,さいたま市
2022年6月,469,4378,145.04,116.98,20.2,中古戸建,在庫,埼玉県,さいたま市
2022年7月,493,4398,145.36,114.96,19.47,中古戸建,在庫,埼玉県,さいたま市
2022年8月,513,4375,144.66,113.25,19.19,中古戸建,在庫,埼玉県,さいたま市
2022年9月,527,4326,141.56,112.03,18.38,中古戸建,在庫,埼玉県,さいたま市
2022年10月,515,4217,140.72,110.82,18.26,中古戸建,在庫,埼玉県,さいたま市
2022年11月,525,4390,141.74,112.57,18.26,中古戸建,在庫,埼玉県,さいたま市
2022年12月,552,4496,138.85,113.3,18.11,中古戸建,在庫,埼玉県,さいたま市
2023年1月,562,4340,137.03,111.16,18.45,中古戸建,在庫,埼玉県,さいたま市
2023年2月,585,4321,134.84,111.08,17.64,中古戸建,在庫,埼玉県,さいたま市
2023年3月,587,4405,133.85,110.91,17.79,中古戸建,在庫,埼玉県,さいたま市
2023年4月,609,4524,137.85,112.67,17.87,中古戸建,在庫,埼玉県,さいたま市
2023年5月,629,4452,135.87,111.6,17.9,中古戸建,在庫,埼玉県,さいたま市
2022年5月,361,3566,113.47,102.85,19.36,中古戸建,在庫,埼玉県,中央地区
2022年6月,369,3550,113.6,101.85,20.21,中古戸建,在庫,埼玉県,中央地区
2022年7月,365,3670,113.59,102.83,18.63,中古戸建,在庫,埼玉県,中央地区
2022年8月,368,3810,119.21,106.28,18.55,中古戸建,在庫,埼玉県,中央地区
2022年9月,387,3849,116.21,104.58,18.76,中古戸建,在庫,埼玉県,中央地区
2022年10月,404,3804,117.33,104.47,19.44,中古戸建,在庫,埼玉県,中央地区
2022年11月,415,3758,113.02,103.15,19.35,中古戸建,在庫,埼玉県,中央地区
2022年12月,440,3755,113.49,102.45,18.27,中古戸建,在庫,埼玉県,中央地区
2023年1月,418,3738,116.07,102.85,18.79,中古戸建,在庫,埼玉県,中央地区
2023年2月,422,3768,116.07,102.74,18.24,中古戸建,在庫,埼玉県,中央地区
2023年3月,434,3713,114.77,99.83,19.21,中古戸建,在庫,埼玉県,中央地区
2023年4月,463,3756,119.25,102.36,19.75,中古戸建,在庫,埼玉県,中央地区
2023年5月,464,3743,118.35,101.22,19.03,中古戸建,在庫,埼玉県,中央地区
2022年5月,689,2841,131.56,97.88,25.73,中古戸建,在庫,埼玉県,西部地区
2022年6月,696,2915,134.44,99.54,25.81,中古戸建,在庫,埼玉県,西部地区
2022年7月,706,2996,139.65,100.87,25.66,中古戸建,在庫,埼玉県,西部地区
2022年8月,737,2947,135.4,98.94,25.52,中古戸建,在庫,埼玉県,西部地区
2022年9月,761,2930,131.79,96.96,25.71,中古戸建,在庫,埼玉県,西部地区
2022年10月,803,2958,133.77,96.65,25.36,中古戸建,在庫,埼玉県,西部地区
2022年11月,822,3025,133.71,97.43,24.45,中古戸建,在庫,埼玉県,西部地区
2022年12月,793,3016,130.66,96.75,24.3,中古戸建,在庫,埼玉県,西部地区
2023年1月,822,2909,126.7,96.08,24.81,中古戸建,在庫,埼玉県,西部地区
2023年2月,874,2941,128.19,97.06,24.81,中古戸建,在庫,埼玉県,西部地区
2023年3月,900,2912,128.84,97.64,24.76,中古戸建,在庫,埼玉県,西部地区
2023年4月,977,2990,129.41,99.01,24.61,中古戸建,在庫,埼玉県,西部地区
2023年5月,992,2980,130.84,99.5,24.62,中古戸建,在庫,埼玉県,西部地区
2022年5月,310,3164,139.64,105.01,21.75,中古戸建,在庫,埼玉県,東部地区
2022年6月,331,3227,142.72,105.47,22.46,中古戸建,在庫,埼玉県,東部地区
2022年7月,337,3299,144.6,108.13,21.53,中古戸建,在庫,埼玉県,東部地区
2022年8月,320,3265,149.65,107.81,22.11,中古戸建,在庫,埼玉県,東部地区
2022年9月,334,3301,155.96,108.76,21.64,中古戸建,在庫,埼玉県,東部地区
2022年10月,358,3287,144.06,108.3,21.69,中古戸建,在庫,埼玉県,東部地区
2022年11月,356,3415,145.45,110.01,20.95,中古戸建,在庫,埼玉県,東部地区
2022年12月,396,3435,145.94,112.07,20.97,中古戸建,在庫,埼玉県,東部地区
2023年1月,414,3401,145.21,110.18,21.02,中古戸建,在庫,埼玉県,東部地区
2023年2月,425,3429,149.99,111.57,21.23,中古戸建,在庫,埼玉県,東部地区
2023年3月,468,3333,146.13,110.78,21.34,中古戸建,在庫,埼玉県,東部地区
2023年4月,473,3253,145.56,109.48,21.79,中古戸建,在庫,埼玉県,東部地区
2023年5月,468,3217,145.9,109.81,21.85,中古戸建,在庫,千葉県,東部地区
2022年5月,610,3461,143.13,105.97,22.88,中古戸建,在庫,千葉県,総武地区
2022年6月,593,3507,144.82,106.76,22.94,中古戸建,在庫,千葉県,総武地区
2022年7月,653,3421,144.66,106.4,23.4,中古戸建,在庫,千葉県,総武地区
2022年8月,657,3417,140.7,105.22,23.51,中古戸建,在庫,千葉県,総武地区
2022年9月,673,3387,135.53,103.95,23.34,中古戸建,在庫,千葉県,総武地区
2022年10月,679,3440,136.04,103.81,23.89,中古戸建,在庫,千葉県,総武地区
2022年11月,709,3400,133.64,103.11,23.42,中古戸建,在庫,千葉県,総武地区
2022年12月,704,3376,134.15,102.05,24.26,中古戸建,在庫,千葉県,総武地区
2023年1月,761,3377,136.39,102.09,24.08,中古戸建,在庫,千葉県,総武地区
2023年2月,810,3437,135.92,102.05,23.58,中古戸建,在庫,千葉県,総武地区
2023年3月,813,3409,136.97,102.96,23.55,中古戸建,在庫,千葉県,総武地区
2023年4月,810,3483,138.76,103.48,22.82,中古戸建,在庫,千葉県,総武地区
2023年5月,837,3427,135.62,103.31,23.02,中古戸建,在庫,千葉県,総武地区
2022年5月,530,2844,163.14,110.09,23.96,中古戸建,在庫,千葉県,常磐地区
2022年6月,561,2862,171.28,110.94,23.72,中古戸建,在庫,千葉県,常磐地区
2022年7月,590,2856,167.14,109.51,24.2,中古戸建,在庫,千葉県,常磐地区
2022年8月,596,2849,168.2,109.94,24.69,中古戸建,在庫,千葉県,常磐地区
2022年9月,593,2796,164.7,107.56,25.27,中古戸建,在庫,千葉県,常磐地区
2022年10月,603,2933,167.58,109.44,24.31,中古戸建,在庫,千葉県,常磐地区
2022年11月,598,2972,161.44,109.74,24.4,中古戸建,在庫,千葉県,常磐地区
2022年12月,625,2995,160.94,107.7,24.49,中古戸建,在庫,千葉県,常磐地区
2023年1月,627,3029,157.83,106.45,23.3,中古戸建,在庫,千葉県,常磐地区
2023年2月,672,3091,159.69,106.95,23.08,中古戸建,在庫,千葉県,常磐地区
2023年3月,693,3082,159.9,108.06,22.99,中古戸建,在庫,千葉県,常磐地区
2023年4月,754,3111,160.62,108.44,23.05,中古戸建,在庫,千葉県,常磐地区
2023年5月,796,3167,161.3,108.38,22.51,中古戸建,在庫,千葉県,常磐地区
2022年5月,321,3353,246.06,124.15,23.71,中古戸建,在庫,千葉県,千葉市
2022年6月,307,3189,235.95,121.13,24.64,中古戸建,在庫,千葉県,千葉市
